transaction_date,symboling,normalized-losses,num-of-doors,engine-location,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,diesel,gas,horsepower_ordinal,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_awd,drive-wheels_fwd,drive-wheels_rwd,aspiration_std,aspiration_turbo,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,fuel-system_1bbl,fuel-system_2bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi,make_frequency
2025-01-12,0.4,188,0,0,0.5034482758620689,0.5804878048780489,0.38461538461538414,0.5429999999999999,0.474010861132661,0.6000000000000001,0.42386831275720166,3.31,3.19,9.0,0.4591194968553459,0.04081632653061229,0.2,0.3157894736842105,0.3935256442083313,11.190476190476188,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.03763440860215054
2025-01-13,0.4,188,1,0,0.5034482758620689,0.5804878048780489,0.38461538461538414,0.5429999999999999,0.495345228859581,0.6000000000000001,0.42386831275720166,3.31,3.19,9.0,0.4591194968553459,0.04081632653061229,0.2,0.3157894736842105,0.396877017029939,11.190476190476188,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.03763440860215054
2025-01-14,0.6000000000000001,122,1,0,0.5827586206896553,0.7788617886178861,0.5641025641025648,0.557,0.6078355314197053,0.6000000000000001,0.42386831275720166,3.31,3.19,9.0,0.4591194968553459,0.04081632653061229,0.17142857142857143,0.23684210526315785,0.48277146119855024,11.75,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.03763440860215054
2025-01-15,0.4,122,1,0,0.5827586206896553,0.7788617886178861,0.5641025641025648,0.557,0.6757176105508145,0.6000000000000001,0.609053497942387,3.62,3.39,8.0,0.8427672955974842,0.5102040816326532,0.05714285714285716,0.1578947368421053,0.6365622362345464,14.6875,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.03763440860215054
2025-01-17,0.4,122,1,0,0.806896551724138,0.9089430894308945,0.9059829059829072,0.563,0.7823894491854151,0.6000000000000001,0.609053497942387,3.62,3.39,8.0,0.8427672955974842,0.5102040816326532,0.02857142857142858,0.10526315789473684,0.7884911374807606,15.666666666666664,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.03763440860215054
2025-01-18,0.8,121,0,0,0.062068965517241725,0.0,0.0,0.532,0.0,0.0,0.0,2.91,3.03,9.5,0.0,0.3877551020408163,0.9428571428571428,0.9736842105263157,0.0008192244675040983,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.016129032258064516
2025-01-19,0.6000000000000001,98,0,0,0.27241379310344804,0.24065040650406555,0.28205128205128194,0.52,0.14972847168347558,0.19999999999999996,0.11934156378600824,3.03,3.11,9.6,0.1383647798742138,0.5102040816326532,0.6857142857142857,0.7105263157894737,0.029219006007646098,6.184210526315789,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.016129032258064516
2025-01-20,0.4,81,1,0,0.27241379310344804,0.28780487804878074,0.28205128205128194,0.52,0.1633048875096974,0.19999999999999996,0.11934156378600824,3.03,3.11,9.6,0.1383647798742138,0.5102040816326532,0.6857142857142857,0.7105263157894737,0.03617000148949903,6.184210526315789,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.016129032258064516
2025-01-22,0.6000000000000001,118,0,0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.508,0.15050426687354534,0.19999999999999996,0.11934156378600824,2.97,3.23,9.4,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,0.03125465468447444,7.580645161290323,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.043010752688172046
2025-01-23,0.6000000000000001,118,0,0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.508,0.24825446082234293,0.19999999999999996,0.15226337448559674,3.03,3.39,7.6,0.339622641509434,0.5510204081632655,0.28571428571428575,0.368421052631579,0.07047812918921603,9.791666666666666,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.043010752688172046
2025-01-24,0.6000000000000001,148,1,0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.506,0.18580294802172226,0.19999999999999996,0.11934156378600824,2.97,3.23,9.4,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,0.0275805570726379,7.580645161290323,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.043010752688172046
2025-01-25,0.6000000000000001,148,1,0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.506,0.1943366951124903,0.19999999999999996,0.11934156378600824,2.97,3.23,9.4,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,0.039074524601558996,7.580645161290323,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.043010752688172046
2025-01-26,0.6000000000000001,148,1,0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.506,0.1943366951124903,0.19999999999999996,0.11934156378600824,2.97,3.23,9.4,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,0.06183903480462738,7.580645161290323,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.043010752688172046
2025-01-27,0.6000000000000001,148,1,0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.506,0.2726920093095423,0.19999999999999996,0.15226337448559674,3.03,3.39,7.6,0.339622641509434,0.5510204081632655,0.28571428571428575,0.368421052631579,0.08539794449133609,9.791666666666666,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.043010752688172046
2025-01-28,0.2,110,1,0,0.5758620689655172,0.5447154471544717,0.3675213675213671,0.598,0.40612878200155156,0.19999999999999996,0.25102880658436216,3.34,3.46,8.5,0.2515723270440251,0.346938775510204,0.28571428571428575,0.368421052631579,0.09440941363388114,9.791666666666666,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.043010752688172046
2025-01-29,1.0,145,0,0,0.3206896551724139,0.5219512195121947,0.5128205128205119,0.502,0.513188518231187,0.19999999999999996,0.3909465020576132,3.6,3.9,7.0,0.610062893081761,0.346938775510204,0.14285714285714285,0.21052631578947367,0.1947768233950648,12.36842105263158,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.043010752688172046
2025-01-30,0.8,137,0,0,0.0,0.056910569105691255,0.3076923076923075,0.508,0.08727695888285492,0.19999999999999996,0.12757201646090538,2.91,3.41,9.6,0.06289308176100628,0.26530612244897966,1.0,1.0,0.033786803038578006,4.795918367346938,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.053763440860215055
2025-01-31,0.8,137,0,0,0.0,0.056910569105691255,0.3076923076923075,0.508,0.12839410395655548,0.19999999999999996,0.12757201646090538,2.91,3.41,9.2,0.17610062893081757,0.7551020408163265,0.4857142857142857,0.5789473684210527,0.043120996971351966,7.580645161290323,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.03763440860215054
2025-02-01,0.6000000000000001,101,0,0,0.2448275862068967,0.14471544715447182,0.316239316239316,0.526,0.1353762606671839,0.19999999999999996,0.07407407407407407,2.91,3.07,10.1,0.07547169811320753,0.5510204081632655,0.6857142857142857,0.6842105263157894,0.006975820465716681,6.184210526315789,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.053763440860215055
2025-02-02,0.6000000000000001,101,0,0,0.2448275862068967,0.14471544715447182,0.316239316239316,0.526,0.1753297129557797,0.19999999999999996,0.12757201646090538,2.91,3.41,9.2,0.17610062893081757,0.7551020408163265,0.45714285714285713,0.4736842105263157,0.035028052231766055,7.833333333333332,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.053763440860215055
2025-03-02,0.6000000000000001,101,0,0,0.2448275862068967,0.14471544715447182,0.316239316239316,0.526,0.18153607447633824,0.19999999999999996,0.12757201646090538,2.91,3.41,9.2,0.17610062893081757,0.7551020408163265,0.45714285714285713,0.4736842105263157,0.049923042550022334,7.833333333333332,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.053763440860215055
2025-02-04,0.4,110,1,0,0.3413793103448275,0.36260162601626034,0.316239316239316,0.545,0.20248254460822346,0.19999999999999996,0.12757201646090538,2.91,3.41,9.2,0.17610062893081757,0.7551020408163265,0.45714285714285713,0.4736842105263157,0.05404398987140657,7.833333333333332,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.053763440860215055
2025-02-06,0.4,106,0,0,0.3413793103448275,0.4292682926829272,0.4188034188034191,0.5329999999999999,0.29014740108611325,0.19999999999999996,0.20164609053497945,3.15,3.58,9.0,0.23899371069182385,0.6734693877551019,0.3714285714285714,0.4473684210526315,0.06893898018966288,8.703703703703704,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.053763440860215055
2025-07-02,0.4,106,0,0,0.3413793103448275,0.4292682926829272,0.4188034188034191,0.5329999999999999,0.3107059736229635,0.19999999999999996,0.20164609053497945,3.15,3.58,9.0,0.23899371069182385,0.6734693877551019,0.3714285714285714,0.4473684210526315,0.09872896082617547,8.703703703703704,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.053763440860215055
2025-02-08,0.4,85,1,0,0.3413793103448275,0.5577235772357723,0.4188034188034191,0.541,0.31652443754848725,0.19999999999999996,0.20164609053497945,3.15,3.58,9.0,0.23899371069182385,0.6734693877551019,0.3714285714285714,0.4473684210526315,0.09252271486023533,8.703703703703704,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.053763440860215055
2025-02-09,0.4,85,1,0,0.3413793103448275,0.5577235772357723,0.18803418803418825,0.541,0.34290147401086113,0.19999999999999996,0.20164609053497945,3.15,3.58,9.0,0.23899371069182385,0.6734693877551019,0.3714285714285714,0.4473684210526315,0.12851894146268805,8.703703703703704,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.053763440860215055
2025-11-02,0.6000000000000001,107,0,0,0.3413793103448275,0.45528455284552827,0.4871794871794872,0.51,0.3122575640031032,0.19999999999999996,0.20164609053497945,3.15,3.58,9.1,0.32704402515723274,0.5510204081632655,0.31428571428571433,0.39473684210526316,0.12976019065587607,9.4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.053763440860215055
2025-02-12,0.4,122,1,0,0.2655172413793103,0.4813008130081302,0.12820512820512864,0.535,0.3293250581846392,0.19999999999999996,0.205761316872428,3.31,3.23,8.5,0.18867924528301883,0.26530612244897966,0.28571428571428575,0.3421052631578947,0.041383248100888725,9.791666666666666,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.010752688172043012
2025-02-13,0.8,122,0,0,0.32413793103448274,0.5121951219512195,0.4188034188034191,0.514,0.4833204034134988,0.19999999999999996,0.23868312757201648,3.43,3.23,9.2,0.26415094339622636,0.346938775510204,0.28571428571428575,0.3421052631578947,0.14721215431209972,9.791666666666666,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.010752688172043012
2025-02-14,0.4,145,1,0,0.9103448275862069,0.9512195121951219,0.7948717948717947,0.528,1.0,0.6000000000000001,0.8106995884773662,3.63,4.17,8.1,0.8050314465408804,0.24489795918367352,0.02857142857142858,0.07894736842105265,0.6735514621915497,15.666666666666664,0,1,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.010752688172043012
2025-02-15,0.4,122,1,0,0.9103448275862069,0.9512195121951219,0.7948717948717947,0.528,1.0,0.6000000000000001,0.8106995884773662,3.63,4.17,8.1,0.8050314465408804,0.24489795918367352,0.02857142857142858,0.07894736842105265,0.7554739089419593,15.666666666666664,0,1,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.010752688172043012
2025-02-17,0.6000000000000001,104,0,0,0.22413793103448265,0.29268292682926855,0.3333333333333339,0.541,0.15593483320403412,0.19999999999999996,0.12345679012345678,3.03,3.15,9.0,0.12578616352201255,0.346938775510204,0.45714285714285713,0.39473684210526316,0.0019115237575095534,7.833333333333332,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06989247311827956
2025-02-18,0.6000000000000001,104,0,0,0.22413793103448265,0.29268292682926855,0.3333333333333339,0.541,0.15981380915438326,0.19999999999999996,0.12345679012345678,3.03,3.15,9.0,0.12578616352201255,0.346938775510204,0.4857142857142857,0.5789473684210527,0.024254009234893986,7.580645161290323,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06989247311827956
2025-02-19,0.6000000000000001,104,0,0,0.22413793103448265,0.29268292682926855,0.3333333333333339,0.541,0.16175329712955777,0.19999999999999996,0.12345679012345678,3.03,3.15,9.0,0.12578616352201255,0.346938775510204,0.4857142857142857,0.5789473684210527,0.041631497939526335,7.580645161290323,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06989247311827956
2025-02-20,0.6000000000000001,113,1,0,0.22413793103448265,0.4178861788617887,0.3333333333333339,0.541,0.17726920093095422,0.19999999999999996,0.12345679012345678,3.03,3.15,9.0,0.12578616352201255,0.346938775510204,0.4857142857142857,0.5789473684210527,0.03914899955315029,7.580645161290323,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06989247311827956
2025-02-21,0.6000000000000001,113,1,0,0.22413793103448265,0.4178861788617887,0.3333333333333339,0.541,0.17920868890612873,0.19999999999999996,0.12345679012345678,3.08,3.15,9.0,0.12578616352201255,0.346938775510204,0.4857142857142857,0.5789473684210527,0.056526488257782614,7.580645161290323,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06989247311827956
2025-02-26,0.6000000000000001,129,0,0,0.4206896551724135,0.5967479674796752,0.5299145299145307,0.537,0.3479441427463149,0.19999999999999996,0.25102880658436216,3.39,3.39,8.6,0.2264150943396226,0.26530612244897966,0.3428571428571429,0.42105263157894735,0.09252271486023533,9.038461538461537,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06989247311827956
2025-02-27,0.4,115,1,0,0.4206896551724135,0.5967479674796752,0.5299145299145307,0.555,0.3576415826221877,0.19999999999999996,0.25102880658436216,3.39,3.39,8.6,0.2264150943396226,0.26530612244897966,0.3428571428571429,0.42105263157894735,0.08383397050791916,9.038461538461537,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06989247311827956
2025-02-28,0.6000000000000001,129,0,0,0.4206896551724135,0.5967479674796752,0.5299145299145307,0.537,0.3479441427463149,0.19999999999999996,0.25102880658436216,3.39,3.39,8.6,0.2264150943396226,0.26530612244897966,0.3428571428571429,0.42105263157894735,0.13596643662181618,9.038461538461537,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06989247311827956
2025-03-01,0.4,115,1,0,0.4206896551724135,0.5967479674796752,0.5299145299145307,0.555,0.3576415826221877,0.19999999999999996,0.25102880658436216,3.39,3.39,8.6,0.2264150943396226,0.26530612244897966,0.3428571428571429,0.42105263157894735,0.12727769226950003,9.038461538461537,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06989247311827956
2025-03-02,0.4,122,1,0,0.4206896551724135,0.5967479674796752,0.5299145299145307,0.555,0.37044220325833976,0.19999999999999996,0.25102880658436216,3.39,3.39,22.7,0.10062893081761004,0.20408163265306123,0.6285714285714286,0.6842105263157894,0.14093143339456832,6.527777777777778,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.06989247311827956
2025-03-03,0.4,115,1,0,0.4206896551724135,0.5967479674796752,0.5299145299145307,0.555,0.36346004654771136,0.19999999999999996,0.25102880658436216,3.39,3.39,8.6,0.2264150943396226,0.26530612244897966,0.3428571428571429,0.42105263157894735,0.1521026761332605,9.038461538461537,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06989247311827956
2025-03-04,0.4,118,1,0,0.6310344827586207,0.551219512195122,0.49572649572649663,0.544,0.45849495733126444,0.19999999999999996,0.32510288065843623,3.76,3.16,8.0,0.4528301886792453,0.346938775510204,0.14285714285714285,0.2894736842105263,0.32674643761481553,12.36842105263158,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.06989247311827956
2025-03-05,0.4,122,1,0,0.6310344827586207,0.551219512195122,0.49572649572649663,0.544,0.47013188518231197,0.19999999999999996,0.3004115226337449,3.43,3.64,22.0,0.15094339622641506,0.020408163265306145,0.4857142857142857,0.6052631578947367,0.32833523658209623,7.580645161290323,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.06989247311827956
2025-03-06,0.2,93,1,0,0.806896551724138,0.8097560975609759,0.8547008547008543,0.565,0.7862684251357641,0.3999999999999999,0.5020576131687242,3.58,3.64,21.5,0.4716981132075472,0.08163265306122436,0.2285714285714286,0.23684210526315785,0.5072737202720818,10.681818181818182,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.03763440860215054
2025-07-03,0.2,93,1,0,0.806896551724138,0.8097560975609759,0.8547008547008543,0.5870000000000001,0.8774243599689682,0.3999999999999999,0.5020576131687242,3.58,3.64,21.5,0.4716981132075472,0.08163265306122436,0.2285714285714286,0.23684210526315785,0.5742018767687802,10.681818181818182,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.03763440860215054
2025-03-08,0.4,93,0,0,0.693103448275862,0.7544715447154466,0.8547008547008543,0.5489999999999999,0.7785104732350658,0.3999999999999999,0.5020576131687242,3.58,3.64,21.5,0.4716981132075472,0.08163265306122436,0.2285714285714286,0.23684210526315785,0.5724144779305893,10.681818181818182,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.03763440860215054
2025-03-09,0.2,93,1,0,0.9999999999999996,1.0,0.9743589743589736,0.563,0.8851823118696664,0.3999999999999999,0.5020576131687242,3.58,3.64,21.5,0.4716981132075472,0.08163265306122436,0.2285714285714286,0.23684210526315785,0.6574152226801053,10.681818181818182,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.03763440860215054
2025-03-10,0.2,122,1,0,0.9999999999999996,1.0,0.9743589743589736,0.565,0.8735453840186191,1.0,0.7119341563786008,3.46,3.1,8.3,0.6729559748427673,0.24489795918367352,0.05714285714285716,0.05263157894736842,0.7215629809840625,14.6875,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.03763440860215054
2025-11-03,1.0,142,0,0,0.34482758620689635,0.6373983739837401,0.8717948717948714,0.508,0.8522110162916989,1.0,0.7119341563786008,3.46,3.1,8.3,0.6729559748427673,0.24489795918367352,0.05714285714285716,0.05263157894736842,0.7432103669132615,14.6875,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.03763440860215054
2025-03-13,0.6000000000000001,122,0,0,0.875862068965517,0.9447154471544712,1.0,0.5539999999999999,0.8638479441427462,1.0,1.0,3.8,3.35,8.0,0.8553459119496855,0.1428571428571428,0.0,0.0,1.0,16.785714285714285,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.03763440860215054
2025-03-14,0.6000000000000001,122,0,0,0.5551724137931036,0.6065040650406504,0.6581196581196584,0.5479999999999999,0.5515903801396431,0.19999999999999996,0.32510288065843623,3.78,3.12,8.0,0.7987421383647798,0.346938775510204,0.14285714285714285,0.21052631578947367,0.2826324412889132,12.36842105263158,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.005376344086021506
2025-03-15,0.8,161,0,0,0.2448275862068967,0.2634146341463417,0.35042735042735096,0.508,0.16679596586501166,0.19999999999999996,0.12757201646090538,2.97,3.23,9.4,0.12578616352201255,0.5510204081632655,0.6571428571428573,0.6578947368421053,0.006727570627079071,6.351351351351353,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.05913978494623656
2025-03-16,0.8,161,0,0,0.2448275862068967,0.2634146341463417,0.35042735042735096,0.508,0.17688130333591934,0.19999999999999996,0.12757201646090538,2.97,3.23,9.4,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,0.026587557718087462,7.580645161290323,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.05913978494623656
2025-03-17,0.8,161,0,0,0.2448275862068967,0.2634146341463417,0.35042735042735096,0.508,0.20015515903801395,0.19999999999999996,0.12757201646090538,2.97,3.23,9.4,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,0.03850354997269251,7.580645161290323,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.03763440860215054
2025-03-18,0.6000000000000001,161,0,0,0.2206896551724138,0.2634146341463417,0.29914529914529897,0.508,0.25484871993793634,0.19999999999999996,0.15226337448559674,3.03,3.39,7.6,0.339622641509434,0.5510204081632655,0.28571428571428575,0.368421052631579,0.0638250335137282,9.791666666666666,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.05913978494623656
